"LEVEL_3_CO","meanFruitLength","curr_meanBodySize","presNat_meanBodySize","ID","LEVEL_NAME","REGION_NAM","CONTINENT","THREEREALM","REALM_LONG","NEOPALEO","AREA_M2","AREA_KM2","PERIMETER","LAT","LONG","X_COORD","Y_COORD","ISISLAND","PALMSR","PalmPresAbs","srtm_alt_mean","srtm_alt_median","srtm_alt_min","srtm_alt_max","alt_min0","alt_range","soilcount","PREC_Sum","PREC_CV","P_drie_quart","Tmean_mean","T_cold_quart","Temp_SD","Tmin_cold_month","GPP_mean","GPP_median","GPP_min","GPP_max","GPP_range","GPP_SD","NPP_mean","NPP_median","NPP_min","NPP_max","NPP_range","NPP_SD","GeologicalOrigin","Geology_3categ","DistToCont_m","DistToCont_km","NearestMainland","ensLGM_Pmean","ensLGM_Tmean","ensLGM_Pano","ensLGM_Tano","ccLGM_Tmean","ccLGM_Pmean","miLGM_Tmean","miLGM_Pmean","ccAnoTmean","ccAnoTmedian","miAnoTmean","miAnoTmedian","ccAnoPmean","ccAnoPmedian","miAnoPmean","miAnoPmedian","PLIO_PREC_30s","PLIO_TEMP_30s","PLIO_P_ANOM","PLIO_T_ANOM","Plio_Wmm_mean","Plio_Cmm_mean","Mio_Prec_Mean","Mio_Temp_Mean","VelocityMean","VelocityMedian","VelocityMeanLog","CH_Extent","CH_Mean","CH_Range","CH_CV","CH_Min","CH_Max","CH_Median","CH_SD","CH_Majority","CH_Sum","CH_Variety","CH_PercCover","CH_PercQuart4","PC1","PC2","PC3"
"MXE",1.27083333333333,5706.12441860465,7715.48390804598,206,"Mexico Northeast","Mexico","NORTHERN AMERICA","NewWorld","Nearctic","New World",8.71044e+11,871044.1481,6037015.408,25.85227543,-103.0607542,-9939943.507,3178776.224,0,11,1,1441.5544,1500,-8,3643,0,3643,13,525.4375,82.947,33.1946,183.8665583,120.7364,4627.6963,32.923,7818.96,6462,0,37234,37234,5392.39,4651.35,3877,645,19695,19050,2784.56,"mainland","mainland",NA,NA,"",714.85,142.9822,-188.612,41.0424,136.526,585.744,149.9488,844.4302,47.5176,36,34.0464,33,-58.9438,31,-318.8217,-225,2116.37,218.901,-1589.7,-34.958,30.1574,10.4634,1.46373,21.4414,1.366369199,1.155760944,0.051993389,1,22.3813,43,0.164300554,9,52,22,3.67726,19,7973640,35,0.106356352,0.046613448,-0.22516728648938,1.45233344585824,0.0120682246307902
"MXG",1.41029411764706,4983.05833333333,4983.05833333333,207,"Mexico Gulf","Mexico","NORTHERN AMERICA","NewWorld","Neotropics","New World",71169322871,71169.32287,2674202.283,19.37738436,-96.405429,-9300733.316,2423947.208,0,34,1,303.7027,72,-11,4786,0,4786,9,1716.069,72.5808,124.5163,238.8157667,202.6628,2532.7463,147.106,19805.6,18498,0,38926,38926,6215.56,10691.5,9982,911,21064,20153,2897.23,"mainland","mainland",NA,NA,"",1869.9927,209.7025,-154.8597,29.2006,200.9945,2436.3674,218.9085,1304.2006,37.9282,39,20.004,18,-722.1326,-649,412.3337,462,1651.55,253.874,65.0353,-15.1002,29.2883,17.1483,3.0005,21.2415,5.325904503,2.977731228,0.493955309,1,25.8423,50,0.254816328,2,52,27,6.58504,19,1109080,39,0.164330322,0.11298308,1.36299634519229,0.670100068186017,-0.418387431076352
"MXI",3,NA,NA,208,"Mexican Pacific Is.","Mexico","NORTHERN AMERICA","NewWorld","Nearctic","New World",545289822.7,545.2898227,179277.5339,24.96150051,-115.5593454,-11137389.57,3053105.197,1,1,1,389.8854,344,0,1247,0,1247,1,209.0399,93.6196,3.4734,181.2522083,156.3405,2132.8953,116.686,6092.24,0,0,39345,39345,10051.1,7998.87,4613,1846,20884,19038,5829.45,"volcanic","volcanic",257712.6862,257.7126862,"MXN",175.2435,161.6095,26.6478,24.412,161.8313,149.5537,160.1252,207.4136,23.3953,24,27.3412,27,57.3738,43,-11.2034,-76,1727.08,240.039,-1397.35,-53.6386,0,0,0,0,5.570259784,6.044669628,0.587592822,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0130255819244402,2.04457745155985,0.2160973174527
"MXN",1.55909090909091,2594.35076923077,5091.76567164179,209,"Mexico Northwest","Mexico","NORTHERN AMERICA","NewWorld","Nearctic","New World",3.82803e+11,382803.3575,8822090.137,28.4912303,-111.3789827,-10742947.05,3480488.746,0,11,1,493.2749,356,-34,2838,0,2838,9,361.929,89.9585,13.0726,208.7869583,146.3584,4983.5469,62.2073,5541.02,4649,0,37277,37277,4158.77,3016.2,2409,216,22252,22036,1882.92,"mainland","mainland",NA,NA,"",588.994,169.7707,-230.2351,39.2955,165.7061,287.438,174.3079,891.1064,43.4116,39,34.715,35,73.0597,69,-535.1085,-381,1199.88,234.498,-837.993,-25.532,31.6026,13.966,0.68155,22.6541,0.704831898,0.704831898,-0.15191445,1,20.7135,47,0.127773191,5,52,19,2.64663,19,4035270,34,0.129332802,0.030517161,-0.179510408795793,1.84984854812518,0.0577516674215537
"MXS",1.41428571428571,4145.96078431373,5028.11730769231,210,"Mexico Southwest","Mexico","NORTHERN AMERICA","NewWorld","Neotropics","New World",3.29132e+11,329131.7062,5253943.413,18.84795312,-100.7023886,-9713666.775,2359019.498,0,45,1,1174.6174,1196,-105,3998,0,3998,11,1156.298,103.3758,28.7025,216.5457,191.8965,1778.2451,107.977,16863.7,16484,0,41323,41323,7158.28,9164.69,8556,321,21002,20681,2984.33,"mainland","mainland",NA,NA,"",1223.6971,192.8345,-68.3702,23.8879,189.8521,1457.6531,196.2816,990.3301,26.8702,28,20.4743,21,-302.7706,-316,165.2705,40,1886.72,272.99,-730.564,-56.3635,30.3979,20.2671,2.30647,25.3511,4.777736856,3.240956306,0.539447113,1,20.8141,51,0.222113856,1,52,19,4.6231,19,8557460,51,0.341436212,0.058915907,0.85665133087394,1.88302223599361,-0.606668957728013
"MXT",1.35196428571429,5056.47294117647,5056.47294117647,211,"Mexico Southeast","Mexico","NORTHERN AMERICA","NewWorld","Neotropics","New World",2.36552e+11,236551.8333,3984246.953,18.50798756,-90.55872649,-8739084.772,2318392.843,0,57,1,271.7434,47,-45,3744,0,3744,11,1531.0793,66.2779,112.9689,250.2499333,224.1109,1813.9644,160.1569,24536,27878,0,37935,37935,6818.37,10730.2,10854,57,18836,18779,2691.76,"mainland","mainland",NA,NA,"",1830.5253,225.574,-301.942,24.7698,220.2814,2242.6719,231.3543,1418.7755,30.0662,31,19.0169,19,-715.1163,-668,111.0552,70,1219.57,298.086,314.975,-47.8204,32.9205,24.8221,3.64317,26.7453,1.250693606,0.760670602,-0.045318193,1,16.8255,51,0.517111527,1,52,16,8.70066,19,9359660,50,0.64407178,0.16690923,1.46547559665003,0.751579096175077,-0.0335156067390351
"MYA",2.83550724637681,43048.2348623853,69336.3803571429,212,"Myanmar","Indo-China","ASIA-TROPICAL","OWEast","IndoMalay","Old World",6.68128e+11,668127.9372,10630760.9,21.14042303,96.50882808,9312068.924,2622915.891,0,58,1,595.0305,371,-45,5530,0,5530,16,1985.5592,91.4048,28.7145,231.354125,187.0165,2993.9775,106.8633,18545.4,21252,0,39056,39056,7100.83,8403.67,8416,0,18521,18521,3174.93,"mainland","mainland",NA,NA,"",2143.3472,211.2574,-147.2742,20.3386,210.3015,1926.7007,212.71,2360.3171,21.3227,24,18.9167,16,70.314,75,-366.1718,-344,5104.9,237.767,-3114.21,-6.15172,29.2019,16.0938,9.2885,22.5893,6.871577819,7.888828754,0.689873265,1,27.0695,44,0.195530025,1,45,27,5.2929,27,36380000,45,0.541254032,0.466989928,1.17395241556268,1.26840360770647,-0.986534195002652
"NAM",4.2,144741.527027027,148757.172222222,213,"Namibia","Southern Africa","AFRICA","OWWest","Afrotropics","Old World",8.0465e+11,804650.3954,4366426.21,-22.23554548,17.07189285,1646091.551,-2754871.901,0,2,1,1093.4205,1150,-17,2458,0,2458,11,275.4239,100.9501,2.3247,198.055175,147.4125,3572.4551,55.8004,4040.17,3749,0,12899,12899,2796.47,2748.57,2432,519,6910,6391,1336.42,"mainland","mainland",NA,NA,"",228.7553,173.3291,46.4889,24.7483,175.2345,208.5701,171.9298,249.4608,22.8412,24,26.1531,26,66.6914,58,25.8062,25,1331.79,248.451,-1057.04,-50.3644,28.3269,16.7525,1.54502,22.6405,1.977427153,1.363703251,0.145161566,1,1,0,0,1,1,1,0,1,90,1,2.98827e-05,NA,-0.110791765317026,2.16683137980112,-0.0600974997879141
"NAT",4.225,115008.168085106,117504.469565217,214,"KwaZulu-Natal","Southern Africa","AFRICA","OWWest","Afrotropics","Old World",92726626553,92726.62655,1820401.013,-28.7085677,30.72508497,2965037.449,-3513204.598,0,4,1,868.0361,940,-20,3305,0,3305,17,867.6586,59.9611,61.4658,178.4941583,134.8195,3098.8445,55.5363,14631,13724,0,36338,36338,5032.85,8966.18,8671,941,20359,19418,2416.31,"mainland","mainland",NA,NA,"",812.6058,154.0878,55.0893,24.4665,162.2951,872.8821,146.366,752.9686,16.2565,16,32.2003,32,-5.1018,-15,114.7842,109,2931.82,171.812,-2064.16,6.73127,21.191,9.273,2.954,18.103,6.133492932,5.537960529,0.697758991,1,17.8326,46,0.314446575,1,47,18,5.6074,15,854966,37,0.131242318,0.0243383,0.210355547078613,0.757034131965437,0.345522050025948
"NCA",0.95,6396.245,6086.35454545455,216,"North Carolina","Southeastern U.S.A.","NORTHERN AMERICA","NewWorld","Nearctic","New World",1.28191e+11,128191.2251,3682415.444,35.54958921,-79.38015679,-7659056.213,4255492.528,0,3,1,235.8673,109,-12,1961,0,1961,4,1260.7374,16.4008,261.5486,147.6240083,49.9967,7353.8193,-20.0856,14666.3,14929,0,32214,32214,4607.95,7427.27,7060,923,18344,17421,1822.93,"mainland","mainland",NA,NA,"",1439.8611,13.1543,-179.5788,134.8675,-35.3109,1250.6493,62.0855,1629.5745,183.4544,191,85.8641,87,10.1967,15,-370.5468,-399,3213.28,169.482,-1951.74,-21.5437,27.5769,3.84312,3.81557,19.3106,43.18309493,37.88559723,1.592376523,1,21.9123,59,0.270854725,4,63,21,5.93505,19,4798810,41,0.402781941,0.156238218,-0.202278929661853,-1.44746109281595,0.40086437391487
"NCB",2.28421052631579,241.085714285714,241.085714285714,217,"Nicobar Is.","Indo-China","ASIA-TROPICAL","OWEast","IndoMalay","Old World",1865705461,1865.705461,490978.2335,7.507217236,93.60165739,9031318.842,954859.1428,1,17,1,81.8647,59,-15,520,0,520,3,2350.166,39.4886,246.5205,270.1078417,263.3745,506.0182,239.7111,24975.1,33871,0,38800,38800,14608.9,15114.3,16921,1156,18374,17218,3854.43,"continental","continental",421414.0758,421.4140758,"THA",2719.2676,256.7957,-356.2184,13.9706,261.5084,4251.3521,252.4618,1188.0482,9.1455,9,18.1983,18,-1876.5789,-1783,1163.5485,1143,7860.03,306.275,-5523.55,-36.2647,0,0,0,0,33.85902912,36.74697113,1.475784148,1,14.2754,5,0.17441823,12,17,12,2.48989,12,2384,2,0.025652842,NA,2.52408165597878,-0.55647560251356,-0.0307375948562759
"NEP",2.24090909090909,110205.903921569,118563.507407407,221,"Nepal","Indian Subcontinent","ASIA-TROPICAL","OWEast","IndoMalay","Old World",1.47199e+11,147199.1291,2440038.581,28.25300785,83.93851707,8100386.091,3462117.649,0,9,1,2085.354,1566,62,7873,62,7811,8,1376.0649,99.801,45.3857,141.1571083,72.2216,4820.3716,4.7283,10608.8,11125,0,27378,27378,6425.54,6834.05,7119,0,16070,16070,3110.23,"mainland","mainland",NA,NA,"",1302.9529,113.4203,72.9226,27.7168,121.0137,977.2382,106.3563,1629.0327,20.1342,20,34.5163,34,398.5883,373,-253.8355,-261,2943.83,145.686,-1567.23,-4.40154,25.3292,4.69,4.12391,12.926,57.0655522,58.31415939,1.735033868,1,33.7709,37,0.229833377,7,44,38,7.76168,23,6658310,33,0.341417927,0.330847809,-0.164572000864516,1.17540991942026,-1.17130685199537
"NFK",2.82,NA,NA,224,"Norfolk Is.","Australia","AUSTRALASIA","OWEast","Oceania","Old World",63196641.2,63.1966412,51120.48095,-29.55055786,166.14407,16034093.95,-3607164.422,1,5,1,47.1429,17,-2,238,0,238,1,1523.0714,17,310.8571,189.571425,159.1429,2438,132.4286,22019.9,24856,0,36970,36970,13908.9,17566.4,18244,2541,22466,19925,4778.47,"mixed","volcanic",579465.6274,579.4656274,"NSW",934.4946,168.5699,345.3571,23.4286,167.7204,805.8065,170.1075,1063.9354,23.2143,24,25.8,27,445.2143,430,219.6,214,2437.66,225.791,-1760,-37.0909,0,0,0,0,3.790048733,3.061869621,0.501653042,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22642675962774,-1.34231393763566,0.620813204218017
"NGA",5.05357142857143,59640.1091954023,70825.9820224719,226,"Nigeria","West Tropical Africa","AFRICA","OWWest","Afrotropics","Old World",9.08617e+11,908616.7758,5446129.607,9.593635674,8.105324864,781598.6985,1215518.961,0,31,1,329.3717,305,-9,2381,0,2381,16,1173.0243,100.835,19.5762,264.0748333,242.0831,1878.1165,163.5546,9648.37,9758,0,31270,31270,5221.94,4326.57,4651,0,14526,14526,2207.22,"mainland","mainland",NA,NA,"",1527.8236,238.5762,-353.9321,25.544,229.5402,1075.2189,248.1034,1980.8073,34.581,35,16.0112,16,98.2065,7,-806.015,-431,4165.84,299.305,-2990.94,-35.1936,31.6635,26.6466,6.32422,26.1542,35.28071448,31.24940681,1.500994573,1,13.0367,43,0.520407772,1,44,14,6.7844,3,4501340,38,0.108073568,0.006335782,1.23817607603896,2.06505249692022,-0.399589123478611
"NGR",7.41666666666667,15874.1111111111,244286.7,227,"Niger","West Tropical Africa","AFRICA","OWWest","Afrotropics","Old World",1.18201e+12,1182009.578,5521276.138,17.42632282,9.397657535,904156.1452,2182541.092,0,6,1,462.1149,438,158,1938,158,1780,13,133.8012,144.301,0.0271,270.9845583,203.5357,4703.5664,111.7409,500.829,0,0,17338,17338,897.87,289.818,187,0,4105,4105,320.508,"mainland","mainland",NA,NA,"",158.5296,249.2258,-24.7485,21.7989,248.0748,141.4263,250.8683,176.0154,22.9492,24,20.1528,21,-7.65,5,-42.229,-38,696.19,325.889,-562.341,-54.8616,35.4183,21.0362,4.18878,26.7946,6.134489169,6.288829803,0.744786305,1,2.12057,1,0.15355494,2,3,2,0.325624,2,897,2,9.8532e-05,NA,0.231671001454165,3.39245426090321,-0.804657808016759
"NIC",1.75661290322581,5323.96835443038,5323.96835443038,228,"Nicaragua","Central America","SOUTHERN AMERICA","NewWorld","Neotropics","New World",1.28124e+11,128123.6682,2053057.991,12.83970931,-85.03469962,-8204747.816,1623980.418,0,63,1,222.1133,107,-4,1742,0,1742,13,2290.6145,66.468,131.0653,250.6029667,238.4051,864.3899,189.0832,20314.8,20079,0,37226,37226,8238.04,9705.2,9415,0,17882,17882,2531.41,"mainland","mainland",NA,NA,"",2046.6044,229.4682,246.4963,21.2167,234.7649,2276.1316,224.6367,1817.3337,15.9097,16,26.067,26,16.5115,21,475.7511,466,268.806,307.372,2022.23,-56.7525,31.814,28.584,2.47817,25.6085,7.715719514,8.087417603,0.850309696,1,19.8538,51,0.306460224,1,52,20,6.0844,22,4052730,49,0.448448886,0.137731799,2.05596436261571,0.391259231269087,-0.548269682963994
"NNS",4.4,6899.7,7294.44736842105,230,"Nansei-shoto","Eastern Asia","ASIA-TEMPERATE","OWEast","IndoMalay","Old World",2107955172,2107.955172,585855.1353,25.77340565,126.6998898,12223458.6,3179538.04,1,5,1,98.3162,70,-11,443,0,443,2,2196.8335,27.4455,386.9017,224.6354667,168.918,4250.2798,134.4688,19070,20959,0,35880,35880,14660.7,14938.2,16638,1135,18971,17836,3874.95,"volcanic","volcanic",323487.2683,323.4872683,"CHS",2151.0327,195.478,42.9767,29.6614,194.6209,2779.3142,196.5408,1526.1678,30.3305,28,28.4366,29,-585.5557,-604,672.2375,684,7039.54,271.573,-4830.79,-46.8075,0,0,3.506,26.728,6.744617462,6.744617462,0.828957323,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69123975317648,-1.66793452400518,-0.234669933671198
"NSW",1.3625,570.526086956522,528.284,234,"New South Wales","Australia","AUSTRALASIA","OWEast","Australasia","Old World",8.04764e+11,804763.8019,4295591.334,-32.18030973,147.0187766,14185658.53,-3890210.766,0,4,1,288.7819,172,-10,2159,0,2159,15,574.2669,24.3348,105.1716,171.215975,100.3648,5405.5298,32.9251,8322.48,5904,0,38504,38504,6692.32,4835.86,3217,306,22760,22454,4117.36,"mainland","mainland",NA,NA,"",623.8718,140.0583,-47.6378,31.219,127.5973,702.0608,153.0147,546.3096,43.682,45,18.2482,19,-125.6644,-102,29.9092,47,1574.31,197.561,-998.327,-26.3553,27.4887,9.93,1.84378,20.8559,55.33305648,49.90348434,1.694076577,1,22.8827,46,0.264240234,1,47,25,6.04653,26,9232060,41,0.12284044,0.085144092,-0.311856116728343,-0.155857224065213,1.1411040118957
"NTA",2.15285714285714,609.305555555556,544.5,235,"Northern Territory","Australia","AUSTRALASIA","OWEast","Australasia","Old World",1.34877e+12,1348765.939,8656750.576,-19.41428342,133.3652138,12867552.73,-2414297.181,0,14,1,300.4992,264,-12,1327,0,1327,15,553.5365,86.0508,16.7772,248.0838417,182.9047,4617.4204,95.0976,4838.8,3541,0,42394,42394,3239.98,1824.48,1177,0,21804,21804,1663.46,"mainland","mainland",NA,NA,"",545.4139,214.9345,10.5955,33.288,199.6116,674.0005,230.752,417.3692,48.6248,46,17.4557,17,-118.091,-106,138.8333,136,1902.83,288.942,-1343.67,-40.7623,33.1776,19.6839,3.27562,29.3504,8.103162508,9.111934662,0.791271415,1,17.4433,28,0.455864429,1,29,23,7.95178,23,158089,21,0.001827081,0.001160196,0.28587426924125,1.84236613516511,0.142213973206504
"NWC",1.67512820512821,239,239,238,"New Caledonia","Southwestern Pacific","PACIFIC","OWEast","Oceania","Old World",19231115313,19231.11531,1664948.768,-21.29461419,165.6718498,15984779.16,-2655664.69,1,37,1,251.7439,171,-20,1504,0,1504,4,1619.962,44.5139,216.1488,218.3907333,188.7744,2241.6248,148.8329,23073.1,25044,0,40679,40679,9419,12237.2,12807,846,21829,20983,4178.09,"continental","continental",902477.4434,902.4774434,"QLD",1350.8657,196.879,274.4574,22.0707,198.3408,1441.5049,195.9581,1262.2289,20.6101,21,23.0186,23,185.3381,187,362.2781,348,2313.33,264.428,-692.967,-46.0245,28.515,23.345,4.108,27.314,18.28546696,11.27616882,1.059539523,1,22.3575,29,0.1894456,1,30,23,4.23553,26,537384,30,0.33668581,0.187911472,1.37022556937471,-0.305954409597905,0.140781796842231
"NWG",2.1614606741573,1633.66166666667,1673.29105691057,239,"New Guinea","Papuasia","ASIA-TROPICAL","OWEast","Australasia","Old World",8.16428e+11,816428.3459,13197752.94,-5.345954432,140.8323421,13587216.28,-679375.3791,1,253,1,561.024,135,-52,4613,0,4613,13,3045.2995,25.4392,552.9183,240.158625,231.3531,584.7695,189.8732,23591.9,24043,0,41775,41775,5033.23,10201.8,9983,485,21147,20662,2289.22,"continental","continental",99650.71435,99.65071435,"QLD",2736.7778,215.0406,306.7797,25.3574,213.0364,2417.4961,217.5448,3056.4417,27.3564,26,22.8632,24,626.2693,609,-13.3725,-67,6783.43,288.988,-3731.46,-48.6949,29.0148,26.9114,7.64473,29.2574,1.867061221,1.297477722,0.157979895,1,22.0357,51,0.23915056,1,52,22,5.26985,22,54566300,52,0.870742582,0.423220552,3.19152664865089,-2.52419104642793,-0.715361119383011
"NZN",1.3,12.6,14.5,245,"New Zealand North","New Zealand","AUSTRALASIA","OWEast","Oceania","Old World",1.14622e+11,114621.5622,3891774.495,-38.57754677,175.7272133,16954527.69,-4561183.816,1,1,1,318.066,243,-29,2690,0,2690,10,1617.7979,18.1893,322.5815,126.1758083,82.4355,3378.5037,36.6749,22236.3,23961,0,34541,34541,6331.62,14131.8,14923,252,21837,21585,3125.45,"continental","continental",1871120.674,1871.120674,"NSW",1137.9276,100.2743,476.2667,26.4751,98.7157,1109.217,102.3924,1167.9412,28.0239,28,24.3766,24,504.3477,479,446.933,413,3342.42,168.168,-1724.83,-41.6781,19.72,12.2567,3.17433,20.0543,37.41763277,28.1738739,1.501518941,1,25.1747,46,0.214184082,1,47,27,5.39202,28,5960640,43,0.468261879,0.371390204,0.606131004845972,-1.7232875473234,0.238726826295324
"NZS",1.3,12.6,14.5,246,"New Zealand South","New Zealand","AUSTRALASIA","OWEast","Oceania","Old World",1.52914e+11,152913.8403,3660201.459,-44.02210795,170.4795984,16452989.35,-5084847.047,1,1,1,628.1173,524,-100,2943,0,2943,7,1694.6089,13.8016,361.0711,85.04896667,33.8379,3786.7017,-11.4289,12478.2,12614,0,29999,29999,6935.89,8557.06,8581,39,19976,19937,4206.97,"continental","continental",1778110.337,1778.110337,"VIC",1547.7229,57.5181,135.5287,28.127,50.9215,1572.4973,64.6191,1523.3276,34.7075,36,21.0497,21,110.1821,66,159.1889,82,4345.43,114.413,-2657.08,-29.2671,14.6306,6.55471,3.2906,16.9932,2.369760843,1.961547256,0.313373905,1,22.5622,46,0.376824955,1,47,25,8.502,29,4623310,47,0.279745311,0.166495109,0.298297154108695,-2.20130264102967,0.0710040018222403
"OGA",1.975,397.2,397.2,248,"Ogasawara-shoto","Eastern Asia","ASIA-TEMPERATE","OWEast","Oceania","Old World",76522236.66,76.52223666,84193.62118,27.00805056,142.1177575,13712423.61,3322237.204,1,2,1,79.7936,5,-2,374,0,374,1,1350.5238,26.1111,201.6667,228.1534333,179.1746,3662.873,150.6349,7805.03,0,0,35952,35952,12762.8,13085.8,11947,2383,19025,16642,4910.78,"volcanic","volcanic",1419912.368,1419.912368,"KOR",1453.4951,206.8835,-105.873,20.5556,212.4951,1706.9126,199.7281,1215.0874,13.8571,16,31.2083,32,-353.1111,-355,110.9375,103,4424.27,255.677,-3039.25,-28.1228,0,0,0,0,4.423013013,4.146222591,0.608887439,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03463510895638,-0.53177544273522,0.709261638105641
"OKL",0.8,6411.00416666667,13065.4884615385,250,"Oklahoma","North-Central U.S.A.","NORTHERN AMERICA","NewWorld","Nearctic","New World",1.81139e+11,181138.6788,2367169.235,35.58437196,-97.50981445,-9407670.437,4258194.504,0,1,1,398.4588,328,96,1515,96,1419,8,864.9717,39.4833,117.4576,153.7473917,38.2709,8718.5215,-42.8294,8694.25,8409,0,22437,22437,3103.91,4332.15,4057,470,10884,10414,1093.81,"mainland","mainland",NA,NA,"",1297.666,-28.9468,-432.6675,182.7304,-45.6232,907.2221,-11.7756,1688.667,199.4043,206,165.5558,168,-42.1835,-43,-823.6413,-849,2081.17,178.405,-1216.19,-24.6166,32.857,2.699,1.83823,20.3679,63.54080878,58.95619202,1.784267816,1,18.5569,57,0.247687383,6,63,19,4.59631,19,314335,19,0.022016314,0.002278446,-0.853812699302892,-0.249888691996836,0.267291723809239
"OMA",3.2,17452.52,17452.52,251,"Oman","Arabian Peninsula","ASIA-TEMPERATE","OWEast","Palearctic","Old World",3.08799e+11,308799.4751,3628750.85,20.60235703,56.11008942,5412476.436,2568597.697,0,2,1,274.2408,186,-30,2883,0,2883,6,59.21,95.5488,3.1237,263.0847167,205.0451,4134.2793,143.7023,168.088,0,0,12118,12118,819.273,1504.65,1382,0,7353,7353,1066.81,"mainland","mainland",NA,NA,"",62.2427,227.4718,-2.929,35.7028,225.7563,57.0804,229.6971,67.8846,37.4261,38,33.4726,33,2.1255,-3,-8.4648,-6,156.461,324.305,-97.064,-61.2748,38.2921,20.3864,1.22669,30.2192,51.7101066,52.73303986,1.697370135,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22275052015717,2.40139669085699,0.387949189581314
"PAK",3.2375,11980.2564102564,124517.65,254,"Pakistan","Indian Subcontinent","ASIA-TROPICAL","OWEast","IndoMalay","Old World",7.95104e+11,795103.9626,6892264.31,29.35662305,68.78919169,6631716.504,3573550.431,0,3,1,730.8767,372,-15,6836,0,6836,10,261.0737,92.0309,17.7751,222.59705,121.1087,7303.4468,33.0785,2224.49,1501,0,23632,23632,2685.72,1747.68,1320,0,13686,13686,1386.5,"mainland","mainland",NA,NA,"",343.4865,191.8666,-82.5276,30.8437,202.706,156.4384,181.5122,531.0327,19.9927,19,41.2384,36,104.5734,82,-270.1589,-235,602.825,247.44,-341.545,-24.7481,34.3335,10.3451,2.61453,21.5396,3.006809197,2.362664342,0.352815589,1,33.9932,43,0.230230164,6,49,38,7.82626,40,630335,35,0.005876648,0.005120794,-0.534702653546831,1.85872329016002,-0.057185772550403
"PAL",6,17212.48125,28483.8625,255,"Palestine","Western Asia","ASIA-TEMPERATE","OWEast","Palearctic","Old World",1.16178e+11,116178.0608,1875318.284,31.30791875,36.37623408,3509351.126,3801129.431,0,1,1,653.0444,734,-431,1712,0,1712,9,152.081,88.5716,3e-04,186.5592833,99.3474,6445.5527,35.1625,1444.58,0,0,27337,27337,2433.96,2161.14,1335,454,14932,14478,1648.77,"mainland","mainland",NA,NA,"",217.9557,160.3291,-64.7079,25.2536,165.0589,168.7961,156.0721,267.744,20.5059,20,29.532,30,-15.6721,-23,-114.3089,-90,387.242,217.764,-234.252,-31.1446,29.2773,11.9127,0.410833,26.5027,6.305444069,4.213251114,0.578178298,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.766340852957398,1.79680291550958,0.0773466020317368
"PAN",1.67674796747967,5306.82365591398,5306.82365591398,256,"Panama","Central America","SOUTHERN AMERICA","NewWorld","Neotropics","New World",74532253490,74532.25349,3099169.071,8.50544318,-80.10906884,-7729407.475,1081046.082,0,125,1,314.9736,156,-13,3312,0,3312,9,2567.1892,59.8931,135.1076,250.3802333,243.7748,546.9352,198.6868,21693,23074,0,36560,36560,6455.6,9169.24,8849,0,18007,18007,2487.41,"mainland","mainland",NA,NA,"",2739.9966,235.2307,-174.3113,15.4347,238.221,3954.1453,232.5977,1526.1978,12.3656,13,18.0023,19,-1388.9185,-1304,1039.7083,1037,2466.83,306.844,105.645,-56.3634,31.6171,28.7671,5.4132,29.0268,3.814795079,3.094478488,0.439918549,1,15.6068,51,0.524241356,1,52,14,8.18173,12,2516250,46,0.617554343,0.12350474,2.25927267596533,0.131647894281543,-0.581255747053195
"PAR",2.13708333333333,8158.10377358491,8158.10377358491,257,"Paraguay","Southern South America","SOUTHERN AMERICA","NewWorld","Neotropics","New World",3.98816e+11,398816.4118,3299786.167,-23.23612887,-58.39095178,-5635963.682,-2880147.332,0,21,1,164.246,141,38,763,38,725,13,1080.7606,43.3175,133.4229,234.0157583,189.1576,3313.2583,122.1156,13130.2,12293,0,28580,28580,4930.17,4117.62,3660,0,13804,13804,2917.34,"mainland","mainland",NA,NA,"",923.8073,204.6704,156.972,29.3882,196.5155,1158.1001,213.341,690.0034,37.5444,39,20.7218,19,-77.3189,-101,390.7683,397,3466.09,256.275,-2385.33,-22.218,29.8484,17.9419,1.55942,28.6828,1.603604138,1.165027261,0.058263496,1,6.93726,51,1.377568377,1,52,2,9.55655,2,2437150,37,0.233903033,0.035809209,0.880207948407612,0.259090801758479,0.642301715079518
